property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
apartment,70.0,24762.64,Distrito Federal,19.465349,-99.150474
house,70.0,23603.54,Quintana Roo,21.196655,-86.823288
house,620.0,1159377.51,Distrito Federal,19.401079,-99.24807
apartment,75.0,41842.98,Distrito Federal,19.449216,-99.175596
house,220.0,321463.76,Distrito Federal,19.3794059,-99.1591446
house,100.0,268701.06,Distrito Federal,19.3563182,-99.2882606
apartment,85.0,79029.72,Distrito Federal,19.386601,-99.144088
apartment,200.0,358268.08,Distrito Federal,19.395424,-99.258068
apartment,99.0,200208.63,Distrito Federal,19.405298,-99.164986
apartment,200.0,39773.02,Distrito Federal,19.315263,-99.106808
house,190.0,85949.19,Distrito Federal,19.338743,-99.219388
apartment,70.0,47979.84,Distrito Federal,19.444905,-99.139951
store,30.0,100995.51,Distrito Federal,19.443735,-99.162257
apartment,56.0,193451.28,Distrito Federal,19.39365,-99.14769
apartment,59.0,39567.54,Distrito Federal,19.456567,-99.204623
apartment,70.0,93255.07,Distrito Federal,19.364613,-99.161892
apartment,45.0,52665.4,Distrito Federal,19.416979,-99.144176
house,150.0,92223.21,Distrito Federal,19.3228233,-99.0563833
apartment,991.0,795000.0,Distrito Federal,19.390415,-99.254997
apartment,85.0,33719.34,Distrito Federal,19.38642,-99.222521
house,245.0,81312.84,Distrito Federal,19.48454,-99.213987
apartment,60.0,46639.44,Distrito Federal,19.446,-99.136478
apartment,78.0,189671.34,Distrito Federal,19.333901,-99.240356
apartment,70.0,79556.59,Distrito Federal,19.427754,-99.171109
apartment,146.0,375330.55,Quintana Roo,21.129547,-86.817017
apartment,100.0,202948.33,Distrito Federal,19.316775,-99.138809
house,0.0,142287.24,Distrito Federal,19.3564342,-99.2032629
apartment,70.0,45486.03,Distrito Federal,19.441382,-99.131028
apartment,110.0,185000.0,Quintana Roo,20.6175116286,-87.0903718472
apartment,65.0,104319.23,Distrito Federal,19.386852,-99.194748
house,288.0,585346.83,Distrito Federal,19.414657,-99.182965
apartment,57.0,94022.66,Distrito Federal,23.634501,-102.552788
apartment,360.0,325000.0,Quintana Roo,21.161908,-86.8515279
apartment,113.0,287141.33,Distrito Federal,19.419274,-99.162434
apartment,126.0,276000.0,Quintana Roo,20.36559,-87.336339
apartment,65.0,38819.4,Distrito Federal,19.448187,-99.161176
apartment,116.0,184402.69,Distrito Federal,19.343979,-99.124863
apartment,65.0,155000.0,Quintana Roo,20.6467727675,-87.0578343049
apartment,78.0,152827.03,Distrito Federal,19.3499358,-99.2906864
apartment,74.0,73761.07,Distrito Federal,19.394628,-99.143842
apartment,60.0,36824.37,Distrito Federal,19.410966,-99.147629
apartment,60.0,45585.76,Distrito Federal,19.441258,-99.142677
apartment,293.0,2124524.0,Distrito Federal,19.4354835,-99.2106606
house,230.0,280941.45,Distrito Federal,19.3429836,-99.209795
apartment,380.0,2300000.0,Distrito Federal,19.404162,-99.231949
house,283.0,116437.12,Quintana Roo,21.1902642,-86.8198375
apartment,65.0,44783.51,Distrito Federal,19.383446,-99.137643
apartment,204.0,680000.0,Quintana Roo,21.1902642,-86.8198375
house,230.0,131189.34,Distrito Federal,19.3738236,-99.0657478
apartment,250.0,210745.93,Distrito Federal,19.340202,-99.257774
house,370.0,280885.55,Distrito Federal,19.506321,-99.119331
apartment,76.0,288000.0,Quintana Roo,20.631037,-87.071622
apartment,98.0,208987.94,Distrito Federal,19.337112,-99.144234
apartment,62.0,42159.18,Distrito Federal,19.387764,-99.205826
apartment,242.0,631710.94,Distrito Federal,19.424139,-99.154592
apartment,196.0,455008.82,Distrito Federal,19.347138,-99.2561697
house,500.0,908841.84,Distrito Federal,19.344201,-99.189162
house,217.0,316193.86,Quintana Roo,21.161908,-86.8515279
apartment,55.0,63238.77,Distrito Federal,19.458118,-99.125557
apartment,1200.0,180187.77,Distrito Federal,19.371342,-99.253616
apartment,80.0,100894.61,Distrito Federal,19.355751,-99.299347
house,265.0,273969.71,Distrito Federal,19.279032,-99.127632
house,260.0,208111.61,Quintana Roo,21.082655,-86.857162
house,154.0,55162.74,Distrito Federal,19.33427,-99.083374
house,65.0,130381.45,Distrito Federal,19.281164,-99.20237
apartment,70.0,44709.81,Distrito Federal,19.460012,-99.153755
house,124.0,120944.15,Distrito Federal,19.453451,-99.056056
apartment,50.0,35458.0,Distrito Federal,19.302588,-99.048903
house,0.0,108032.9,Distrito Federal,19.3661898309,-99.1047799587
house,360.0,434663.49,Distrito Federal,19.299562,-99.235542
apartment,163.0,508545.13,Distrito Federal,19.3773162421,-99.1750509294
apartment,90.0,46821.3,Distrito Federal,19.456439,-99.144414
apartment,62.0,128506.33,Distrito Federal,19.39912,-99.141464
house,500.0,790000.0,Distrito Federal,19.401079,-99.24807
house,900.0,2400000.0,Distrito Federal,19.2464696,-99.1013498
apartment,145.0,303000.0,Quintana Roo,20.631278,-87.071976
apartment,91.0,152790.8,Distrito Federal,19.381729,-99.164986
house,162.0,79048.46,Distrito Federal,19.3580112256,-99.0771612525
house,409.0,173906.62,Distrito Federal,19.3212365,-99.0781877
apartment,67.0,63750.64,Distrito Federal,19.3653,-99.148217
house,350.0,275000.0,Quintana Roo,20.678161,-87.03294
house,75.0,47376.38,Quintana Roo,20.6782968051,-87.0539984107
apartment,41.0,32350.02,Distrito Federal,19.459855,-99.223841
house,350.0,342543.35,Distrito Federal,19.387294,-99.128821
apartment,43.0,19031.28,Distrito Federal,19.3480860181,-99.0801968426
apartment,70.0,40028.02,Distrito Federal,19.365917,-99.196977
house,0.0,39945.82,Distrito Federal,19.374413,-99.105499
apartment,70.0,69211.3,Distrito Federal,19.401496,-99.173452
house,122.0,92223.21,Quintana Roo,20.661682563,-87.0638201236
house,136.0,91632.33,Distrito Federal,19.409182,-99.144823
apartment,90.0,57733.84,Distrito Federal,19.376456,-99.145563
apartment,56.0,90936.87,Distrito Federal,19.444584,-99.174675
apartment,120.0,63223.78,Quintana Roo,21.163287,-86.838965
apartment,61.0,116279.06,Distrito Federal,19.37497,-99.142617
house,354.0,266224.8,Distrito Federal,19.350627,-99.157387
house,95.0,72018.41,Distrito Federal,19.500877,-99.125512
house,220.0,187344.86,Quintana Roo,21.082655,-86.857162
house,715.0,1527908.03,Distrito Federal,19.320053,-99.210414
apartment,84.0,53073.5,Distrito Federal,19.442152,-99.18603
house,200.0,202842.96,Distrito Federal,19.280797,-99.218423
apartment,123.0,231820.52,Distrito Federal,19.388925,-99.164395
apartment,52.0,53055.28,Distrito Federal,19.444688,-99.16605
house,167.0,400000.0,Quintana Roo,21.1295466,-86.8170132
apartment,165.0,817000.0,Distrito Federal,19.4366477,-99.2004096
house,350.0,176499.72,Distrito Federal,19.317653,-99.236291
house,144.0,99524.76,Distrito Federal,19.499434,-99.111916
apartment,90.0,73234.21,Distrito Federal,19.354219,-99.126244
store,18.0,56374.53,Distrito Federal,19.400016,-99.168161
apartment,115.0,173906.62,Distrito Federal,19.39365,-99.14769
house,550.0,144887.83,Quintana Roo,21.090306,-86.84543
apartment,57.0,94022.66,Distrito Federal,23.634501,-102.552788
apartment,80.0,134350.53,Distrito Federal,19.394073,-99.153915
apartment,101.0,237089.17,Distrito Federal,19.341894,-99.224525
apartment,790.0,1800000.0,Distrito Federal,19.3842121,-99.2654216
house,63.0,51644.99,Distrito Federal,19.287871,-99.179185
apartment,70.0,33982.78,Distrito Federal,19.448187,-99.161176
house,220.0,152827.03,Quintana Roo,21.161908,-86.8515279
apartment,70.0,46364.1,Distrito Federal,19.378801,-99.14825
apartment,121.0,459600.0,Solidaridad,20.630901,-87.069916
apartment,60.0,46100.67,Distrito Federal,19.432399,-99.119672
apartment,150.0,475000.0,Quintana Roo,20.5036216474,-87.218028903
house,0.0,105397.95,Quintana Roo,21.0780931934,-86.8551635742
apartment,110.0,119000.0,Quintana Roo,21.1970236602,-86.8051914887
apartment,50.0,25822.49,Distrito Federal,19.44087,-99.102652
house,1400.0,1696907.09,Distrito Federal,19.320576,-99.20929
apartment,166.0,711436.2,Distrito Federal,19.430456,-99.1889121
apartment,58.0,26119.93,Distrito Federal,19.342083,-99.0532159
house,250.0,144887.83,Quintana Roo,21.165203,-86.821573
house,450.0,295114.27,Distrito Federal,19.394358,-99.177444
apartment,60.0,55847.67,Distrito Federal,19.401083,-99.145033
house,370.0,200256.11,Quintana Roo,21.1661723,-86.8251719
apartment,55.0,40028.02,Distrito Federal,19.365533,-99.1923
apartment,108.0,197574.31,Distrito Federal,23.634501,-102.552788
apartment,252.0,550000.0,Quintana Roo,21.1295466,-86.8170132
apartment,0.0,763954.01,Distrito Federal,19.3894263,-99.2651278
apartment,60.0,55355.89,Distrito Federal,19.380392,-99.14769
apartment,62.0,49372.5,Distrito Federal,19.490054,-99.093551
house,170.0,132137.7,Distrito Federal,19.299562,-99.235542
house,170.0,98111.42,Distrito Federal,19.515637,-99.144595
house,490.0,1454491.79,Distrito Federal,19.3605334,-99.2267067
apartment,110.0,309475.13,Distrito Federal,19.388726,-99.174723
house,200.0,89215.81,Distrito Federal,19.510056,-99.102597
apartment,193.0,1306000.0,Distrito Federal,19.435359,-99.210742
apartment,60.0,116211.1,Distrito Federal,19.373658845,-99.1932790791
apartment,80.0,87248.81,Distrito Federal,19.393568,-99.186143
house,80.0,54530.51,Quintana Roo,20.652222,-87.09228
apartment,150.0,165284.5,Distrito Federal,19.383564,-99.177057
apartment,120.0,258224.99,Distrito Federal,19.375626,-99.15461
apartment,70.0,43150.23,Distrito Federal,19.486395,-99.113973
apartment,55.0,142253.5,Distrito Federal,19.372684,-99.183678
apartment,80.0,35898.7,Distrito Federal,19.41275,-99.126007
apartment,63.0,168849.64,Distrito Federal,19.39365,-99.14769
apartment,147.0,439932.13,Distrito Federal,19.430132,-99.169144
house,610.0,1554619.85,Distrito Federal,19.3529057,-99.1961354
house,210.0,349000.0,Solidaridad,20.626583,-87.078659
apartment,70.0,92412.09,Distrito Federal,19.363073,-99.158843
apartment,90.0,54267.07,Distrito Federal,19.462355,-99.193313
apartment,70.0,52440.64,Distrito Federal,19.443903,-99.171681
apartment,64.0,118818.2,Distrito Federal,19.3638234,-99.1444714
apartment,125.0,221938.33,Distrito Federal,19.379739,-99.17181
house,0.0,39524.23,Distrito Federal,19.455664,-99.203056
apartment,80.0,65120.49,Distrito Federal,19.441809,-99.156423
apartment,96.0,120125.18,Distrito Federal,19.3916678446,-99.1682066582
apartment,117.0,60811.74,Distrito Federal,19.441809,-99.156423
apartment,50.0,23498.17,Distrito Federal,19.39527,-99.068478
apartment,60.0,134982.77,Distrito Federal,19.384258,-99.147671
apartment,120.0,137490.1,Distrito Federal,19.356924,-99.195719
apartment,1994.0,101684.91,Distrito Federal,19.425865,-99.174374
house,100.0,161220.64,Distrito Federal,19.365175,-99.230064
apartment,235.0,463641.05,Distrito Federal,19.427798,-99.172782
house,193.0,97493.1,Distrito Federal,19.338268,-99.12818
house,72.0,41622.32,Quintana Roo,21.132188,-86.867251
apartment,135.0,337720.36,Distrito Federal,23.634501,-102.552788
apartment,79.0,35878.96,Distrito Federal,19.473001,-99.087491
house,1100.0,1317162.09,Distrito Federal,19.320576,-99.20929
apartment,80.0,310850.25,Distrito Federal,19.433617,-99.190976
house,160.0,140541.19,Distrito Federal,19.261921,-99.131088
apartment,42.0,22941.27,Distrito Federal,19.4486975,-99.1288415
apartment,93.0,110140.86,Distrito Federal,19.38758,-99.170351
house,100.0,161220.64,Distrito Federal,19.365175,-99.230064
house,350.0,176499.72,Distrito Federal,19.317653,-99.236291
apartment,65.0,139000.0,Solidaridad,20.628426,-87.080218
house,385.0,479447.0,Distrito Federal,19.358823,-99.175479
apartment,99.0,163328.09,Distrito Federal,19.417364,-99.159454
apartment,180.0,97914.7,Distrito Federal,19.38696,-99.219493
apartment,56.0,24317.97,Distrito Federal,19.3742208,-99.0090872
apartment,79.0,78924.35,Quintana Roo,21.16914,-86.864693
apartment,95.0,90726.12,Distrito Federal,19.336195,-99.23692
apartment,161.0,136984.85,Quintana Roo,21.138501,-86.831248
apartment,61.0,140525.38,Distrito Federal,19.364891,-99.148384
apartment,75.0,61210.86,Distrito Federal,19.496491,-99.149702
house,756.0,1343823.94,Distrito Federal,19.321035,-99.2047356
house,300.0,751920.42,Distrito Federal,19.500362,-99.116082
apartment,72.0,62401.87,Distrito Federal,19.36783,-99.21839
apartment,90.0,63238.77,Distrito Federal,19.441809,-99.156423
apartment,440.0,97996.85,Distrito Federal,19.384467,-99.135872
house,2900000.0,200256.11,Quintana Roo,21.161908,-86.8515279
apartment,60.0,47049.03,Distrito Federal,19.323772,-99.116562
apartment,129.0,131716.2,Distrito Federal,19.390748,-99.158695
house,120.0,68508.67,Distrito Federal,19.2834457,-99.2048242
apartment,65.0,79556.59,Distrito Federal,19.440749,-99.141649
apartment,73.0,126477.54,Distrito Federal,19.383118,-99.198758
house,610.0,3500000.0,Quintana Roo,21.1548775833,-86.799030304
apartment,98.0,411624.34,Distrito Federal,19.3279341509,-99.2673394418
apartment,107.0,79443.7,Distrito Federal,19.378533,-99.187561
house,100.0,105899.83,Distrito Federal,19.337902,-99.236776
house,200.0,121099.14,Distrito Federal,19.343661,-99.126476
house,720.0,1350000.0,Quintana Roo,21.108878,-86.839453
apartment,96.0,285824.17,Distrito Federal,19.41498,-99.177444
house,145.0,69961.32,Distrito Federal,19.454731,-99.053734
house,120.0,34254.33,Quintana Roo,21.1332334,-86.8726837
apartment,65.0,67438.69,Distrito Federal,19.375088,-99.141849
apartment,74.0,77211.64,Distrito Federal,19.3437444,-99.1561883
apartment,68.0,67175.26,Distrito Federal,19.428152,-99.106194
house,120.0,160786.76,Distrito Federal,19.298205,-99.237539
apartment,85.0,105372.96,Distrito Federal,19.30241,-99.109299
house,385.0,135931.12,Distrito Federal,19.410687,-99.138477
apartment,60.0,38987.99,Distrito Federal,19.363524,-99.247303
apartment,65.0,76922.26,Distrito Federal,19.302412,-99.167398
apartment,798.0,73761.07,Distrito Federal,19.394628,-99.143842
house,245.0,104319.23,Distrito Federal,19.270576,-99.222443
apartment,132.0,400459.42,Distrito Federal,19.381729,-99.164986
apartment,75.0,290000.0,Quintana Roo,20.6353727,-87.06358
apartment,220.0,171703.67,Distrito Federal,19.432048,-99.171963
house,412.0,276669.63,Quintana Roo,21.1081593855,-86.8527549505
house,159.0,169334.35,Distrito Federal,19.3255545,-99.0960013
apartment,100.0,163328.09,Distrito Federal,19.394358,-99.177444
apartment,80.0,130135.61,Distrito Federal,19.394073,-99.153915
apartment,468.0,249000.0,Quintana Roo,18.7251582477,-87.7006548643
house,351.0,297722.15,Distrito Federal,19.353278,-99.289725
apartment,55.0,88513.29,Distrito Federal,19.439253,-99.163605
apartment,65.0,104319.23,Distrito Federal,19.386852,-99.194748
house,65.0,36775.16,Quintana Roo,21.139641,-86.879738
house,350.0,176499.72,Distrito Federal,19.317653,-99.236291
apartment,98.0,260000.0,Quintana Roo,21.129547,-86.817017
house,65.0,34254.33,Quintana Roo,21.1312219795,-86.8811541796
apartment,100.0,90093.88,Distrito Federal,19.384371,-99.135965
apartment,470.0,2897756.6,Distrito Federal,19.353077,-99.262659
apartment,150.0,147557.13,Quintana Roo,21.129547,-86.817017
apartment,54.0,115910.26,Distrito Federal,19.3400187,-99.2319845
house,127.0,65858.1,Zacatecas,23.634501,-102.552788
apartment,96.0,172721.74,Distrito Federal,19.3723335,-99.1905974
apartment,70.0,45848.11,Distrito Federal,19.33795,-99.123458
house,100.0,78271.04,Distrito Federal,19.378009,-99.193543
apartment,78.0,138320.85,Distrito Federal,19.3733676,-99.1337252
apartment,112.0,160644.46,Distrito Federal,19.386852,-99.194748
apartment,75.0,29504.43,Distrito Federal,19.504985,-99.208557
apartment,129.0,131716.2,Distrito Federal,19.390748,-99.158695
apartment,750.0,2250000.0,Distrito Federal,19.4230086643,-99.2229752538
house,436.0,474178.35,Distrito Federal,19.340279,-99.241837
apartment,88.0,104846.1,Distrito Federal,19.406622,-99.124168
house,165.0,121178.91,Distrito Federal,19.303782,-99.161292
apartment,63.0,232500.0,Quintana Roo,20.6365994705,-87.0684139503
apartment,135.0,337720.36,Distrito Federal,23.634501,-102.552788
apartment,85.0,104319.23,Distrito Federal,19.44661,-99.160309
apartment,94.0,44446.31,Distrito Federal,19.405526,-99.165735
house,90.0,91147.61,Distrito Federal,19.35667,-99.235854
house,192.0,168596.74,Zacatecas,23.634501,-102.552788
apartment,60.0,60062.59,Distrito Federal,19.336455,-99.149511
house,600.0,3000000.0,Quintana Roo,21.129547,-86.817017
apartment,80.0,131716.2,Distrito Federal,23.634501,-102.552788
house,450.0,211006.7,Distrito Federal,19.355751,-99.299347
house,330.0,289775.66,Quintana Roo,21.161908,-86.8515279
house,370.0,285628.46,Distrito Federal,19.508795,-99.125714
apartment,80.0,47429.08,Distrito Federal,19.371543,-99.141669
house,80.0,149629.61,Distrito Federal,19.35012,-99.126822
house,300.0,142253.5,Quintana Roo,21.1178514912,-86.8407440186
apartment,60.0,33982.78,Distrito Federal,19.443031,-99.162435
apartment,150.0,180230.5,Distrito Federal,19.382986,-99.241837
apartment,80.0,40937.39,Distrito Federal,19.341894,-99.224525
apartment,103.0,270887.55,Distrito Federal,19.394358,-99.177444
house,641.0,790484.67,Quintana Roo,21.161908,-86.8515279
apartment,87.0,232663.51,Distrito Federal,19.432657,-99.177444
house,139.0,366289.51,Distrito Federal,23.634501,-102.552788
house,250.0,289670.28,Distrito Federal,19.381691,-99.158135
house,85.0,136984.85,Distrito Federal,19.39781,-99.185264
store,92.0,121207.64,Quintana Roo,21.1491361595,-86.8200749159
apartment,50.0,50245.36,Distrito Federal,19.440749,-99.141649
apartment,114.0,233717.24,Distrito Federal,19.376822,-99.174675
apartment,60.0,105741.77,Distrito Federal,19.493973,-99.130394
apartment,55.0,28851.11,Distrito Federal,19.453996,-99.195188
apartment,110.0,47429.08,Distrito Federal,19.2572314,-99.1029664
apartment,70.0,63238.77,Distrito Federal,19.371635,-99.290484
apartment,158.0,252000.0,Quintana Roo,20.626583,-87.078659
apartment,1140.0,28938.89,Distrito Federal,19.444783,-99.144046
house,260.0,258224.99,Distrito Federal,19.3613070821,-99.1490224218
apartment,107.0,240661.32,Distrito Federal,19.3822935,-99.1654723
apartment,100.0,98810.58,Distrito Federal,19.284672,-99.220367
apartment,107.0,240661.32,Distrito Federal,23.634501,-102.552788
apartment,76.0,76922.26,Distrito Federal,19.365843,-99.149901
apartment,101.0,385000.0,Quintana Roo,20.626583,-87.078659
house,301.0,237145.4,Distrito Federal,19.3621340506,-99.0858552663
apartment,45.0,123842.59,Distrito Federal,19.3852505629,-99.1805617511
apartment,326.0,660000.0,Distrito Federal,19.390415,-99.254997
apartment,60.0,255529.44,Distrito Federal,19.435124,-99.191042
apartment,126.0,159640.04,Distrito Federal,19.39177,-99.159996
apartment,75.0,61643.18,Distrito Federal,19.467363,-99.127026
apartment,100.0,61864.46,Distrito Federal,19.339161,-99.205826
apartment,60.0,49371.39,Distrito Federal,19.490054,-99.093551
apartment,384.0,1800000.0,Quintana Roo,21.113408,-86.760047
house,335.0,117490.85,Distrito Federal,19.496761,-99.075081
apartment,76.0,121355.2,Distrito Federal,19.4556947061,-99.1635761259
apartment,174.0,270908.26,Quintana Roo,21.162626,-86.834587
apartment,84.0,79424.87,Distrito Federal,19.385989,-99.186285
apartment,95.0,200000.0,Quintana Roo,21.1295466,-86.8170132
apartment,46.0,175000.0,Quintana Roo,21.1321847,-86.8630984
house,177.0,196520.58,Quintana Roo,20.65593,-87.05368
house,203.0,160693.77,Distrito Federal,19.395473,-99.046986
house,220.0,300000.0,Quintana Roo,21.093049,-86.768792
apartment,156.0,265234.0,Quintana Roo,20.615842191,-87.0939485729
house,55.0,31655.09,Distrito Federal,19.520214,-99.135933
apartment,95.0,54372.45,Distrito Federal,19.452051,-99.144248
house,250.0,728654.07,Distrito Federal,19.306108,-99.204082
apartment,68.0,35879.49,Distrito Federal,19.452665,-99.121497
apartment,110.0,141199.77,Distrito Federal,19.286619,-99.152534
apartment,0.0,235000.0,Quintana Roo,20.626583,-87.078659
apartment,78.0,54793.94,Distrito Federal,19.452365,-99.124572
house,225.0,303019.12,Distrito Federal,19.332195,-99.221332
apartment,44.0,10936.66,Distrito Federal,19.447838,-99.117599
apartment,80.0,46954.78,Distrito Federal,19.378533,-99.187561
apartment,96.0,183000.0,Quintana Roo,20.209438,-87.467918
apartment,90.0,86300.46,Distrito Federal,19.351369,-99.248993
house,245.0,205371.91,Distrito Federal,19.271916,-99.221459
apartment,54.0,35616.06,Distrito Federal,19.361103,-99.073199
store,260.0,252955.09,Distrito Federal,19.3174558,-99.1103392
apartment,70.0,31514.42,Distrito Federal,19.463891,-99.155763
apartment,45.0,219000.0,Quintana Roo,20.631283,-87.066412
apartment,0.0,165000.0,Quintana Roo,20.6332662017,-87.0730876923
apartment,65.0,29082.93,Distrito Federal,19.446053,-99.120285
apartment,83.0,200208.63,Distrito Federal,19.33923,-99.218987
apartment,65.0,93540.68,Distrito Federal,19.472155,-99.161186
apartment,67.0,102738.64,Distrito Federal,19.467929,-99.159986
house,141.0,102763.0,Distrito Federal,19.317741,-99.119331
house,143.0,75043.34,Distrito Federal,19.478311,-99.210655
house,136.0,210219.07,Distrito Federal,19.3497117,-99.2519129
house,342.0,112959.82,Distrito Federal,19.32459,-99.076139
house,650.0,606038.24,Quintana Roo,21.161908,-86.8515279
apartment,69.0,37934.26,Distrito Federal,19.342316,-99.226668
apartment,80.0,129608.75,Distrito Federal,19.392172,-99.154625
house,79.0,103616.2,Distrito Federal,19.259085,-99.115476
apartment,50.0,72818.04,Distrito Federal,19.270885,-99.1138
apartment,69.0,36353.67,Distrito Federal,19.506042,-99.153915
house,130.0,68508.67,Distrito Federal,19.246507,-99.143216
house,393.0,736557.04,Distrito Federal,19.357464,-99.207909
apartment,88.0,173906.62,Distrito Federal,19.364891,-99.148384
apartment,258.0,1700000.0,Distrito Federal,19.4318149,-99.1940586
house,77.0,220000.0,Solidaridad,20.626583,-87.078659
house,250.0,167806.45,Distrito Federal,19.50772,-99.121305
house,285.0,113275.94,Distrito Federal,19.556475,-99.124469
apartment,60.0,60062.59,Distrito Federal,19.445954,-99.176116
apartment,42.0,26817.42,Distrito Federal,19.365723,-99.003974
apartment,70.0,45004.92,Distrito Federal,19.487517,-99.181718
apartment,45.0,122000.0,Quintana Roo,21.0524788923,-86.7818427086
apartment,53.0,121178.91,Distrito Federal,19.333901,-99.240356
apartment,45.0,48431.1,Distrito Federal,19.458118,-99.125557
apartment,0.0,137017.34,Distrito Federal,19.3631419,-99.2880597
apartment,43.0,72707.34,Distrito Federal,19.443178,-99.144234
house,60.0,218806.96,Distrito Federal,19.40158,-99.15333
apartment,177.0,419553.0,Distrito Federal,19.381089,-99.172861
apartment,89.0,147522.15,Distrito Federal,19.414261,-99.104118
house,200.0,319374.67,Distrito Federal,19.346521,-99.234912
apartment,75.0,71143.62,Distrito Federal,19.474885,-99.188231
apartment,60.0,84466.97,Distrito Federal,23.634501,-102.552788
apartment,85.0,123813.23,Distrito Federal,19.387245,-99.147388
house,110.0,79822.14,Distrito Federal,19.350701,-99.221871
apartment,102.0,177267.41,Distrito Federal,19.427607,-99.160835
house,350.0,184402.69,Distrito Federal,19.35562,-99.119581
apartment,75.0,162116.31,Distrito Federal,19.433542,-99.170948
house,167.0,237089.17,Distrito Federal,19.414261,-99.104118
apartment,90.0,52405.45,Distrito Federal,19.457058,-99.190308
apartment,70.0,51405.79,Distrito Federal,19.48888,-99.179278
house,85.0,31547.45,Mexicali,31.870501,-116.602432
house,350.0,252895.12,Distrito Federal,19.329109,-99.127632
apartment,58.0,92138.89,Distrito Federal,19.4556013336,-99.1630777717
apartment,60.0,20547.72,Distrito Federal,19.312223,-99.105454
apartment,75.0,38903.69,Distrito Federal,19.409979,-99.118822
house,250.0,147557.13,Distrito Federal,19.237942,-99.005989
house,256.0,237089.17,Distrito Federal,19.259812,-99.175259
apartment,65.0,137059.5,Distrito Federal,19.39365,-99.14769
apartment,130.0,351000.0,Quintana Roo,20.202534,-87.460608
house,162.0,150982.57,Quintana Roo,20.626583,-87.078659
house,480.0,760000.0,Distrito Federal,19.405988,-99.248976
apartment,60.0,93255.07,Distrito Federal,23.634501,-102.552788
apartment,45.0,15279.08,Distrito Federal,19.4503424,-99.1260575
house,100.0,167529.84,Distrito Federal,19.40158,-99.15333
apartment,75.0,55860.91,Distrito Federal,19.407816,-99.129707
house,620.0,605894.56,Quintana Roo,21.161908,-86.8515279
apartment,0.0,261204.36,Quintana Roo,21.1902642,-86.8198375
apartment,0.0,230000.0,Quintana Roo,20.626583,-87.078659
apartment,70.0,21021.9,Distrito Federal,19.447127,-99.133204
store,0.0,263494.89,Quintana Roo,21.163368,-86.874725
apartment,90.0,116331.75,Distrito Federal,19.307951,-99.134178
apartment,95.0,69019.29,Distrito Federal,19.388044,-99.185753
house,100.0,50315.59,Solidaridad,20.67792,-87.053669
house,250.0,108007.29,Distrito Federal,19.362488,-99.108269
apartment,50.0,43202.91,Distrito Federal,19.410307,-99.065399
apartment,58.0,34135.57,Distrito Federal,19.374413,-99.105499
apartment,82.0,139652.29,Distrito Federal,19.381729,-99.164986
apartment,100.0,329368.61,Distrito Federal,19.441534,-99.201558
house,370.0,229186.2,Distrito Federal,19.508428,-99.125896
apartment,75.0,84298.37,Distrito Federal,19.324612,-99.143684
house,200.0,45848.11,Quintana Roo,21.16914,-86.864693
apartment,91.0,249000.0,Solidaridad,20.6355090122,-87.0701714605
house,120.0,83982.25,Distrito Federal,19.305093,-99.247241
house,266.0,289775.66,Distrito Federal,19.342049,-99.164569
apartment,75.0,51632.75,Distrito Federal,19.452419,-99.175058
house,1000.0,1685967.48,Distrito Federal,19.3888453,-99.2548465
apartment,0.0,275000.0,Solidaridad,20.620914,-87.075059
apartment,103.0,445000.0,Solidaridad,20.663144,-87.03201
apartment,60.0,31822.63,Distrito Federal,19.460087,-99.173988
apartment,66.0,59215.2,Distrito Federal,19.2464696,-99.1013498
apartment,80.0,92991.64,Distrito Federal,19.422716,-99.162285
apartment,95.0,140620.22,Distrito Federal,19.403309,-99.145494
house,400.0,2600000.0,Quintana Roo,20.4970160291,-87.2320127097
apartment,100.0,210745.93,Distrito Federal,19.436516,-99.173988
apartment,90.0,54235.15,Distrito Federal,19.400165,-99.135621
apartment,61.0,54166.48,Distrito Federal,19.2990233,-99.0436467
apartment,65.0,84630.08,Distrito Federal,19.413992,-99.138695
house,250.0,258926.82,Distrito Federal,19.391253,-99.168867
apartment,64.0,49419.92,Distrito Federal,19.33773,-99.099021
apartment,346.0,156706.83,Distrito Federal,19.389255,-99.175803
apartment,43.0,37969.61,Distrito Federal,19.452831,-99.157055
apartment,64.0,115910.26,Distrito Federal,19.372334,-99.190598
house,233.0,322366.41,Distrito Federal,19.443031,-99.162435
apartment,80.0,83912.02,Distrito Federal,19.382944,-99.180028
store,150.0,16863.67,Quintana Roo,21.192402,-86.834587
house,347.0,326656.19,Distrito Federal,19.284975,-99.158096
apartment,65.0,26876.47,Distrito Federal,19.448311,-99.157021
house,472.0,526864.83,Distrito Federal,19.309254,-99.223498
apartment,1300.0,35721.43,Distrito Federal,19.291321,-99.055733
house,288.0,395242.33,Distrito Federal,19.2793054,-99.1523627
apartment,100.0,247626.47,Distrito Federal,19.380644,-99.179176
apartment,140.0,258690.63,Distrito Federal,19.323593,-99.216426
house,110.0,125950.55,Distrito Federal,19.289289,-99.14148
house,650.0,468909.7,Distrito Federal,19.40414,-99.252003
apartment,76.0,57955.13,Distrito Federal,19.440147,-99.172286
house,240.0,78555.54,Distrito Federal,19.353003,-99.127294
house,220.0,104319.23,Quintana Roo,21.137991,-86.870964
